index,uuid,total_runtime,energyplus_runtime,total_measure_runtime,other_runtime,number_of_measures,ambient_loop_prototype_building_runtime,change_building_location_runtime,ambient_loop_add_ets_system_runtime,ambient_loop_temperature_setpoint_runtime,hot_water_loop_design_temperature_runtime,internal_loads_multiplier_runtime,openstudio_results_runtime,ambient_loop_reports_runtime
27,4e675d17-22b0-47b7-a616-0cc874d1d59b,69.0,19.63,43.0,6.3700000000000045,8,25.0,1.0,1.0,1.0,0.0,1.0,12.0,2.0
28,4e79e9a7-42a6-45d7-b421-4824e2b9bec6,71.0,19.21,42.0,9.79,8,22.0,2.0,1.0,1.0,0.0,0.0,14.0,2.0
29,52eb9340-cea4-46ea-84b4-2b862b6d90f1,66.0,17.73,42.0,6.269999999999996,8,24.0,1.0,1.0,0.0,0.0,1.0,14.0,1.0
30,550fa87c-d19b-4bba-bc2c-3dc46e5738d5,58.0,16.38,34.0,7.6200000000000045,8,19.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0
31,5608d627-0124-42a7-bd0e-21b8596e4288,58.0,17.32,33.0,7.68,8,17.0,1.0,0.0,1.0,0.0,0.0,12.0,2.0
32,5aab4ece-6683-46b1-9a0f-5f1157506e62,75.0,20.79,45.0,9.21,8,25.0,1.0,1.0,0.0,1.0,0.0,15.0,2.0
33,5c89edec-56e9-4069-bb74-be81810b88a7,53.0,15.93,31.0,6.07,8,16.0,1.0,1.0,0.0,0.0,0.0,10.0,3.0
34,61300304-3385-4004-a533-edee53a3afd8,54.0,15.86,31.0,7.140000000000001,8,17.0,1.0,0.0,1.0,0.0,0.0,10.0,2.0
35,6617fed8-dc0b-49fd-8131-0ff2a58596fd,59.0,17.86,36.0,5.140000000000001,8,19.0,1.0,1.0,0.0,0.0,1.0,13.0,1.0
36,66ddfbdb-2d0b-441c-9d8a-0667642fab2e,59.0,17.21,34.0,7.789999999999999,8,17.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0
37,693a9e5d-8798-4997-91ce-b41a98c34470,74.0,20.9,44.0,9.100000000000001,8,22.0,1.0,1.0,1.0,0.0,0.0,17.0,2.0
38,6afad11a-a50b-4486-a74c-964be9e3fc5f,56.0,18.33,31.0,6.670000000000002,8,14.0,1.0,1.0,0.0,0.0,1.0,12.0,2.0
39,6d833375-c9f4-4732-91e4-fb71de1caff6,69.0,19.44,43.0,6.560000000000002,8,25.0,1.0,1.0,0.0,0.0,1.0,12.0,3.0
40,6e2d7021-fdc7-41ad-a9cd-4502d54c673f,74.0,20.97,44.0,9.030000000000001,8,22.0,1.0,1.0,1.0,0.0,0.0,17.0,2.0
41,6eab336a-7cba-4760-abf3-b6fbb1b60063,62.0,19.0,35.0,8.0,8,18.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0
42,718937c8-d320-4494-b48a-36c3cd1efc24,52.0,16.49,29.0,6.510000000000005,8,16.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0
43,72ed54a0-b33d-4335-8b0d-c6d5fca7f02c,99.0,25.28,63.0,10.719999999999999,8,35.0,2.0,1.0,1.0,0.0,1.0,19.0,4.0
44,777784e6-1ff6-4fb5-ae72-0215032b5c41,77.0,19.96,48.0,9.04,8,25.0,2.0,1.0,0.0,1.0,0.0,16.0,3.0
45,7a8a679b-58d8-4596-a9da-1fa8464ee221,55.0,15.93,33.0,6.07,8,16.0,1.0,1.0,0.0,1.0,0.0,12.0,2.0
46,7c5a219c-a521-4ce2-a66c-e3f69010cf1f,61.0,19.22,34.0,7.780000000000001,8,17.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0
47,7c7edf68-373e-4ec4-b318-14d43a2659b8,69.0,19.38,42.0,7.6200000000000045,8,24.0,1.0,1.0,0.0,0.0,1.0,12.0,3.0
48,7e5a561a-295f-40a9-b3ca-528f0bdbe587,63.0,19.23,35.0,8.769999999999996,8,18.0,1.0,1.0,1.0,0.0,0.0,12.0,2.0
49,7ea200f9-38dc-44d3-9616-ed290a0ab82f,56.0,18.37,30.0,7.6299999999999955,8,14.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0
50,8277eac5-d0ae-4936-a313-98415f4f6322,55.0,15.25,34.0,5.75,8,18.0,1.0,1.0,0.0,0.0,1.0,12.0,1.0
51,834659a5-9393-4ca5-a0a9-f1e774e02142,73.0,20.92,44.0,8.079999999999998,8,21.0,3.0,1.0,0.0,1.0,0.0,15.0,3.0
52,8595cbe4-3daa-4dfa-a172-31d28c1f78d3,55.0,15.28,34.0,5.719999999999999,8,15.0,1.0,1.0,0.0,0.0,1.0,14.0,2.0
53,96f18b95-a8d4-4c96-b91e-8e383be001d6,98.0,25.47,61.0,11.530000000000001,8,34.0,1.0,1.0,1.0,0.0,1.0,19.0,4.0
54,99e9f25c-ade2-4746-ad5a-4028eea4bc0a,67.0,17.74,42.0,7.260000000000005,8,24.0,1.0,1.0,0.0,1.0,0.0,14.0,1.0
55,9f6979ff-4b7b-4b3b-ae99-3dd84cc323b8,76.0,20.75,44.0,11.25,8,25.0,1.0,1.0,0.0,1.0,0.0,14.0,2.0
56,a09236c0-e3b0-4215-aced-207e7996c412,99.0,25.21,60.0,13.789999999999992,8,35.0,1.0,1.0,0.0,0.0,1.0,19.0,3.0
57,a131c9bf-201a-4ddd-bf3e-f1a37cfa016b,54.0,16.09,31.0,6.909999999999997,8,14.0,1.0,1.0,0.0,1.0,0.0,12.0,2.0
58,a1a6b3fa-c28d-4dc8-8c61-12f15710e153,59.0,17.94,35.0,6.060000000000002,8,19.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0
59,a1df3761-4e6b-45e3-8f71-15c614a50f9a,75.0,20.54,45.0,9.46,8,25.0,1.0,1.0,0.0,1.0,0.0,15.0,2.0
60,a3f0af01-1015-40fb-92b0-04eae0a98a7b,77.0,20.13,47.0,9.870000000000005,8,25.0,2.0,1.0,0.0,0.0,0.0,16.0,3.0
61,a55ab356-6e60-4554-99e0-63aaaaa57cd5,71.0,19.78,42.0,9.219999999999999,8,22.0,1.0,1.0,0.0,1.0,0.0,15.0,2.0
62,a65cc30a-c0cd-41d2-a4b3-40ca6bb17702,72.0,21.04,43.0,7.960000000000001,8,20.0,3.0,0.0,0.0,1.0,1.0,15.0,3.0
63,a9ac15bf-d234-484a-acdd-47d1bb409178,78.0,20.15,48.0,9.850000000000001,8,25.0,2.0,1.0,0.0,1.0,0.0,16.0,3.0
64,acdfe9e7-b2a0-4026-bcf9-5e20567428b5,55.0,15.21,33.0,6.789999999999999,8,15.0,1.0,1.0,0.0,1.0,0.0,13.0,2.0
65,b4951336-2bce-43ab-a37d-82681237fd09,58.0,17.33,34.0,6.670000000000002,8,16.0,1.0,1.0,0.0,0.0,1.0,13.0,2.0
66,b657b6c3-9562-4181-b6b4-ffcc7792a3ed,73.0,19.92,45.0,8.079999999999998,8,24.0,1.0,1.0,0.0,1.0,0.0,16.0,2.0
67,b6875d58-f820-4f10-bffb-699c3ef9b1ff,54.0,15.77,31.0,7.230000000000004,8,15.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0
68,b6c1df82-2e22-42c2-91cc-7f42333eca0e,58.0,15.74,36.0,6.259999999999998,8,19.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0
69,b80c1d7e-e488-400b-ab28-c0fea8a26793,58.0,15.96,35.0,7.039999999999999,8,19.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0
70,bd6a1c72-a3a1-4ba7-ab01-2b58c9c8077d,73.0,21.27,44.0,7.730000000000004,8,23.0,1.0,1.0,1.0,0.0,0.0,16.0,2.0
71,be2bc204-2116-4138-8817-a22ee5bf2f8b,74.0,20.82,44.0,9.18,8,22.0,1.0,1.0,1.0,0.0,0.0,17.0,2.0
72,be40a8cf-85ac-4ab9-86ee-591a9647c2a8,54.0,15.82,31.0,7.18,8,14.0,1.0,1.0,0.0,1.0,0.0,12.0,2.0
73,be6ccec3-b24b-4df0-8c3a-9d6d08f00a87,59.0,17.62,35.0,6.3799999999999955,8,19.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0
74,c002270d-99d9-4271-ac49-d67153bf7f27,70.0,19.4,42.0,8.600000000000001,8,22.0,2.0,1.0,0.0,0.0,0.0,15.0,2.0
75,ca36cfa5-04b5-454f-b8dc-588f7d047ff3,65.0,17.72,40.0,7.280000000000001,8,23.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0
76,ccb56ec5-c628-46b8-a535-3ee6fe32390e,54.0,16.3,31.0,6.700000000000003,8,16.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0
77,d03412a6-d90b-4549-9792-bd094fae6c69,54.0,16.5,30.0,7.5,8,15.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0
78,d0942758-4fc2-4f08-be67-e51d558ebbf0,65.0,17.66,40.0,7.340000000000003,8,23.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0
79,d6b51ce8-77d8-4423-a911-a4382ad7ca30,99.0,25.16,62.0,11.840000000000003,8,36.0,1.0,2.0,0.0,0.0,1.0,19.0,3.0
80,d753d24d-c99e-4166-920f-6b7b0c53e48f,52.0,16.39,30.0,5.609999999999999,8,14.0,1.0,1.0,0.0,1.0,0.0,11.0,2.0
81,da0bced2-9b20-4f6e-b85b-8621f33f797d,54.0,15.55,32.0,6.450000000000003,8,15.0,1.0,1.0,0.0,0.0,1.0,13.0,1.0
82,db12ebd4-e97a-4644-8510-07406ff61241,54.0,16.48,30.0,7.519999999999996,8,15.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0
83,e0638e4c-e591-48ac-a7ad-d6aae7c1787c,71.0,19.43,41.0,10.57,8,20.0,2.0,0.0,0.0,0.0,0.0,16.0,3.0
84,e12c62cd-2dd9-4bec-b0f1-dc09841f3f2b,69.0,19.49,42.0,7.510000000000005,8,24.0,1.0,1.0,0.0,1.0,0.0,12.0,3.0
85,e2c917d7-64a3-4ba2-9b64-79e23dc26999,59.0,18.02,33.0,7.980000000000004,8,17.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0
86,e7991c3b-c26b-4158-baff-b2dd9b7aaa71,56.0,15.03,34.0,6.969999999999999,8,17.0,1.0,1.0,0.0,1.0,0.0,12.0,2.0
87,e7e622d9-fb3e-46a1-a9ea-e8d5e8ee9c98,55.0,15.29,32.0,7.710000000000001,8,15.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0
88,e9330188-2591-4412-a671-82714c6b9f7d,52.0,15.93,30.0,6.07,8,14.0,2.0,0.0,1.0,0.0,0.0,11.0,2.0
89,eb551fed-5fef-432e-b1d2-3c10d46cc89e,72.0,19.65,44.0,8.350000000000001,8,24.0,1.0,1.0,0.0,1.0,0.0,15.0,2.0
90,f10e67bc-a445-4884-b7ee-138e633d9a4b,57.0,18.27,30.0,8.730000000000004,8,14.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0
91,f74530f1-f5fa-4fc3-8349-8f9457b70f81,54.0,16.04,32.0,5.960000000000001,8,15.0,1.0,1.0,0.0,1.0,0.0,13.0,1.0
92,f9dd329b-6127-4d30-88a5-0b8165c30ee1,52.0,16.06,30.0,5.939999999999998,8,14.0,2.0,0.0,1.0,0.0,0.0,11.0,2.0
93,fa3f4d5a-cc40-43bb-b35b-6a1522bf340a,52.0,15.53,30.0,6.469999999999999,8,15.0,1.0,1.0,0.0,0.0,1.0,11.0,1.0
94,faeb3a84-954e-4eff-b508-37bb1b64767a,54.0,16.06,31.0,6.939999999999998,8,17.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0
95,fb7b7dc6-2bf7-43f1-b935-be2a664ae183,59.0,17.83,33.0,8.170000000000002,8,16.0,0.0,1.0,0.0,0.0,0.0,14.0,2.0
96,fd67cc87-4d6f-4648-9739-21cea1ee0ef7,52.0,15.32,29.0,7.68,8,15.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0
97,fe17ee4e-b920-4077-9b95-1ccf47bd7a6a,57.0,18.39,30.0,8.61,8,14.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0
98,ffa78078-3b3a-4a46-a571-83598440253d,59.0,16.9,35.0,7.100000000000001,8,17.0,1.0,1.0,0.0,0.0,1.0,13.0,2.0
99,ffbe20ab-ff5f-43f5-8c37-da0494598814,61.0,19.22,35.0,6.780000000000001,8,17.0,1.0,1.0,0.0,0.0,1.0,13.0,2.0
